track_name,track_id,artist_name,album_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
B With Me - Bump & Flex Radio Edit,3r7xbYVEMRXiP9PZ8bh1xj,"Mis-Teeq, Bump & Flex",B With Me (Bump & Flex Mix Radio Edit),UK garage,0.515,0.835,1,-5.827,1,0.0982,0.0985,9.98e-05,0.031,0.638,132.453
"When It Rains, It Pours",0Qb8vbig4Wky0RKhOWh2Ze,Bad Boy Chiller Crew,"When It Rains, It Pours",UK garage,0.839,0.613,0,-5.782,1,0.0677,0.0838,0.0,0.239,0.735,137.996
Hold The Girl,3Scmiyh1EaCkOmi3Ru86F1,Rina Sawayama,Hold The Girl,UK garage,0.522,0.84,7,-3.617,1,0.0611,0.0328,0.0,0.123,0.169,127.026
Turn On The Lights again.. (feat. Future),6gdDu39yYqPcaTgCwYEW8i,"Fred again.., Swedish House Mafia, Future",Turn On The Lights again.. (feat. Future),UK garage,0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.551,132.007
Endless Sky,3oHOObxpYRdsRwVqizxWNM,Dusky,Endless Sky,UK garage,0.75,0.821,8,-6.504,1,0.0437,0.136,0.0503,0.325,0.654,130.015
e-motions (with Erika de Casier),5g1IxCinEawQcerAMrs2tU,"Mura Masa, Erika de Casier",e-motions (with Erika de Casier),UK garage,0.796,0.556,10,-5.901,1,0.034,0.671,0.0272,0.115,0.472,128.0
Real Thing,6gUVMCJ0Sl0r3mZqlB2QaI,Tigs,Real Thing / Flatline,UK garage,0.79,0.914,11,-4.034,1,0.0821,0.00578,0.899,0.326,0.653,134.984
Jorja,3Lr2VbA7QnQJkQA70KVauS,JohnnieDarko,Jorja,UK garage,0.64,0.68,10,-9.383,0,0.488,0.0654,0.0,0.449,0.505,139.431
Thirty Three - Eliza Rose Re-Rub,51PtRIOQfFbKeaqBcTRjAn,"Wayward, Eliza Rose",Thirty Three (Eliza Rose Re-Rub),UK garage,0.873,0.792,5,-8.267,0,0.115,0.171,0.152,0.0591,0.963,133.024
We Come Dere,4AykTIir6RtaI1l5Atzvnf,"Daffy, PJ Bridger",Way Back When,UK garage,0.781,0.878,7,-8.586,1,0.0678,0.000515,0.916,0.0219,0.502,132.99
Danielle (smile on my face),4HStxm6wtRzoAyOacAlHUG,Fred again..,Actual Life 3 (January 1 - September 9 2022),UK garage,0.678,0.931,5,-5.813,1,0.0867,0.00159,0.0275,0.091,0.346,130.021
flight fm,4Wrd7TpAgRmlUtcbpJCW3T,Joy Orbison,flight fm,UK garage,0.797,0.626,9,-7.923,1,0.0455,0.00566,0.492,0.0922,0.0815,140.001
Bby,7kAJWULoQUsWiiTJp2951Y,Overmono,Diamond Cut / Bby,UK garage,0.561,0.601,2,-8.792,1,0.0432,0.0327,0.867,0.0697,0.0944,130.009
Strawberries,2UiYbgrzuAcxjCBPmNmMlC,"K-Lone, Wilfy D",VITD004,UK garage,0.84,0.62,11,-7.854,0,0.092,0.0538,0.0401,0.0963,0.707,128.962
Dynamite - Dancehall Queen,7uemaPyml8luI0SycVPXB1,Dinamyte,"House Definition, Vol. 4",UK garage,0.784,0.592,4,-10.372,0,0.0686,0.00172,0.000328,0.268,0.961,130.049
Bound 4 da Reload - Casualty,4UYrVcOhdVQ2L0ZwYliXNH,Oxide & Neutrino,Execute,UK garage,0.852,0.938,7,-6.598,1,0.0989,0.035,0.114,0.471,0.758,133.166
Out of Your Mind (feat. Victoria Beckham) - Radio Edit,06nOKhJsiMBsN5F6HCOzLC,"True Steppers, Dane Bowers, Victoria Beckham",Out of Your Mind (feat. Victoria Beckham) [Radio Edit],UK garage,0.693,0.889,11,-4.104,1,0.0866,0.0603,0.0,0.668,0.881,135.941
Heavy Lovers,1N6iBHbVhJfb941mhLhALL,Y U QT,Heavy Lovers,UK garage,0.742,0.855,8,-4.511,0,0.0381,0.0101,0.382,0.0888,0.739,130.031
Someone,7rpovHr4iQ0WYvTZdmJfLh,"MPH, Coco, Paige Eliza",Someone,UK garage,0.581,0.913,3,-2.569,0,0.204,0.248,2.91e-05,0.108,0.336,135.471
Summer Of Love - Radio Edit,1bmnlM7k7q1E8kO4SSrZBn,Lonyo,Summer Of Love,UK garage,0.883,0.726,11,-8.428,0,0.153,0.0452,0.000168,0.331,0.96,130.623
Back In The Day - Soulecta Dub,0PQ5BDg3ECIpNw82KAieEI,"Swami Sound, CVMILLE, Soulecta",Back In The Day (Soulecta Dub),UK garage,0.82,0.904,1,-5.77,0,0.0941,0.0882,0.46,0.656,0.502,132.005
You Bring Me Joy,2PRCLxD3rpIbzc10ctcMpn,"TJ Cases, Kat Blu",2 Step UK Garage 1997-2000,UK garage,0.839,0.756,7,-7.257,1,0.0591,0.0309,0.000584,0.0383,0.972,127.84
138 Trek,41rcTbVxz3b2Rv4RngYKj8,DJ Zinc,Beats by Design,UK garage,0.77,0.809,4,-7.685,1,0.0518,0.0157,0.828,0.179,0.925,138.04
All I Do (Bump & Flex Dance Floor Dub),7nhbNXBCQ1PK0CLwfFvLh6,Cleptomaniacs,All I do,UK garage,0.796,0.612,8,-6.806,1,0.053,1.76e-05,0.91,0.061,0.585,133.999
Decoy,1jnXvUg6FbG89itv7aXHh1,Agent X,Pure Grime - The Very Best of Grime,UK garage,0.796,0.923,1,-7.529,1,0.0598,8.36e-05,0.906,0.276,0.304,132.006
Do You Miss Me Much - Sunship Remix,7E9H80W2YqFYrRmpT8hGA5,"Craig David, Sunship",Do You Miss Me Much (Sunship Remixes),UK garage,0.734,0.894,11,-4.337,0,0.0426,0.0681,0.013,0.581,0.949,131.019
Better Love,1UTHkifQMS6znmSx2Svobk,Eliza Rose,Better Love,UK garage,0.849,0.816,9,-5.623,1,0.0585,0.488,0.844,0.108,0.912,142.051
Mike (desert island duvet),6cqcmtaxNL7YCKKsuYAPJo,"Fred again.., The Streets, Dermot Kennedy",Mike (desert island duvet),UK garage,0.644,0.719,1,-9.665,1,0.228,0.315,5.49e-05,0.11,0.189,132.87
Across the Way,3ppX1kquJI1JB1YsYElfev,"Rascaal, DJ Davda, JobiFuego",Across the Way,UK garage,0.749,0.724,11,-6.198,0,0.0675,0.125,0.00212,0.0843,0.438,134.005
Still Here (with the ones that I came with),4cagZASntpw5soVIOcqRSF,"Skrillex, Porter Robinson, Bibi Bourelly",Quest For Fire,UK garage,0.575,0.976,0,-4.386,1,0.0685,0.00106,0.139,0.354,0.534,130.027
finish line,0kRFW9RsJa47yjr9ZNLpwT,wes mills,finish line,UK garage,0.642,0.862,9,-7.474,1,0.0457,0.608,0.935,0.134,0.538,136.03
nintendo 64,6phVWgpkuEW7zfhRWJj7MW,wes mills,nintendo 64,UK garage,0.705,0.814,3,-8.058,1,0.0457,0.268,0.907,0.112,0.276,136.023
Sober,2AL0YvQ2rjIBBi7T1DPJ2Y,KiLLOWEN,Sober,UK garage,0.66,0.737,2,-8.776,1,0.154,0.228,0.00388,0.0875,0.706,133.924
Foundation,5RWVwqbnqaddD5832YgTtr,"Sammy Virji, Oppidan",Blue Breeze,UK garage,0.923,0.648,6,-5.897,1,0.242,0.0128,0.319,0.097,0.694,134.983
Fight Juice (feat. Zoutr),7CPNlBcBsBfVAXQowgBXca,"Window Kid, Zoutr",Fight Juice (feat. Zoutr),UK garage,0.705,0.764,0,-7.45,0,0.272,0.406,0.00331,0.26,0.45,129.883
Frail State Of Mind,2i1CnSeLjppv41BTuc7qhY,The 1975,Frail State Of Mind,UK garage,0.566,0.676,9,-6.498,1,0.0383,0.0147,0.00672,0.0733,0.0492,127.973
We Run The Area,2CyHacc8XmuAguUgF7MLRB,"Idris Elba, Toddla T, General Levy, Naomi Cowan",We Run The Area,UK garage,0.516,0.676,10,-6.008,0,0.198,0.0357,0.000131,0.359,0.644,139.648
I Bleed,128M80DVLS5f5czMRPw1cX,Vicki Vox,I Bleed,UK garage,0.73,0.702,11,-9.27,0,0.0334,0.0802,0.614,0.112,0.415,130.025
Don't Say Love,0qXGuBm0tmBLjC7InLM3EK,Leigh-Anne,Don't Say Love,UK garage,0.708,0.876,9,-2.635,0,0.177,0.0118,0.0,0.252,0.804,131.894
I Got U - Delinquent VIP mix,3Ccy5FQDskCCKggIuVtSRd,"Delinquent, Tinie Tempah, Donae'O",I Got U,UK garage,0.841,0.598,0,-6.0,0,0.0638,0.0252,6.93e-05,0.0354,0.877,140.0
Like That,0JLZmWeUrPCJzz7ak2qzfS,Sammy Virji,Chips N Gravy EP,UK garage,0.853,0.77,2,-7.268,1,0.278,0.023,4.99e-05,0.0415,0.54,133.981
Luv Riddim,5LYfO0Guw5mmmpsaKsmIEu,"Bumpi Biznizz, Ell Murphy",Luv Riddim,UK garage,0.795,0.922,7,-5.451,0,0.151,0.0888,0.608,0.21,0.781,136.056
Calling (feat. Ell Murphy) [MPH Remix],2ebVEKFjz2TpUTXrkdOvcf,"Gemi, Ell Murphy, MPH",Calling (feat. Ell Murphy),UK garage,0.762,0.833,1,-7.266,1,0.203,0.0378,0.00503,0.169,0.612,134.874
Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",GOLDEN,UK garage,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987
Save Her From The Elevation,38mUCTbLAgVadhUx1IfmE1,texel,Save Her From The Elevation,UK garage,0.62,0.623,4,-10.602,0,0.0455,0.397,0.815,0.583,0.271,139.968
JOY (Push The Button),38k9ZI2scBdNV11KM3pTNB,"Joy Anonymous, Sugababes",JOY (Push The Button),UK garage,0.925,0.728,3,-4.271,1,0.0848,0.0669,4.69e-06,0.189,0.954,135.984
Thinking It Over,6OLcQmU8Tl5GGQbo4bp6pV,Liberty X,Thinking It Over,UK garage,0.62,0.842,1,-7.586,1,0.0442,0.203,0.00752,0.151,0.809,130.035
Shooting Star - Badger Remix,2cIyhl2KwSGkAubFRY5ivt,"Jazzy, Badger",Shooting Star (Badger Remix),UK garage,0.615,0.859,2,-5.785,1,0.0395,0.000645,0.00201,0.307,0.691,133.962
The Other Side,6UBqa5zqzbvNBAHfJLYaqt,"Badger, Mollie Smart",The Other Side,UK garage,0.741,0.821,11,-7.76,1,0.0509,0.0161,0.00559,0.095,0.306,128.027
The Way I Love You,6u1xR1LKAiahXPrwjNCkky,Jorja Smith,The Way I Love You,UK garage,0.706,0.759,1,-5.672,0,0.0523,0.00113,0.000358,0.519,0.722,135.967
eye2eye - Jukaa Remix,46XRZkG2dpw5rmP8rYgRtE,"Tsu Nami, Jukaa",eye8eye,UK garage,0.632,0.764,0,-5.276,0,0.0425,0.0352,0.159,0.353,0.539,145.051
The Bouncer - Housequake Mix,2bRpbDRSLdVHlTj926exHX,Kicks Like A Mule,XL Recordings: The First Chapters,UK garage,0.794,0.905,1,-6.638,0,0.0842,0.0154,0.539,0.735,0.116,135.88
Seven (feat. Latto),7x9aauaA9cu6tyfpHnqDLo,"Jung Kook, Latto",Seven (feat. Latto),UK garage,0.788,0.841,11,-3.955,1,0.0432,0.301,0.0,0.0772,0.904,124.986
Doctor,6YQldVVyixCjYZKgMANlqN,"Sammy Virji, MJ Cole",Same Day Cleaning,UK garage,0.798,0.821,0,-4.465,1,0.163,0.00482,0.494,0.169,0.719,135.019
I Run,1WwQ714xuznu44tEnkem2g,"HAVEN., Kaitlin Aragon",I Run,UK garage,0.702,0.822,8,-3.077,0,0.0419,0.00172,0.00321,0.244,0.31,138.18
Desire,4sMR8fuTzbUyzB0asxifV0,"Ian Asher, Olly Alexander (Years & Years)",Desire,UK garage,0.685,0.89,0,-5.51,1,0.0376,0.014,0.311,0.113,0.247,137.985
Pool - Gravagerz Version,7KhT1uCXFocwzoDXwdNtYO,"Gravagerz, kiki wera",Pool (Gravagerz Version),UK garage,0.693,0.735,2,-7.486,1,0.0705,0.419,0.137,0.306,0.434,144.946
The Days - NOTION Remix,2FAZskT9yRjp2Oow9szJD8,"Chrystal, NOTION",The Days (NOTION Remix),UK garage,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812
Waterfalls (feat. Sam Harper & Bobby Harvey),1OcV53oesLQw3VTW9I3uD3,"James Hype, Sam Harper, Bobby Harvey",Waterfalls (feat. Sam Harper & Bobby Harvey),UK garage,0.604,0.801,6,-4.167,0,0.0668,0.049,6.29e-06,0.169,0.528,138.072
Black Out Days (Stay Away),6r7b1UHvO3fBZe7wBXWTaZ,"Ian Asher, Phantogram",Black Out Days (Stay Away),UK garage,0.585,0.759,6,-5.133,0,0.0371,0.0177,0.857,0.277,0.127,154.949
Say My Name - Remix,6GOOcBV0wLoHrH5D9AWA32,"Morgan Seatree, Florence + The Machine",Say My Name (Remix),UK garage,0.48,0.954,11,-4.078,0,0.079,0.0164,0.000594,0.1,0.471,140.067
Kisses (feat. bbyclose),2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),UK garage,0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002
I Wanna Go - John Summit Remix,7J3YKBt70o8iB3UXGtUiho,"John Summit, Britney Spears",I Wanna Go - John Summit Remix,UK garage,0.691,0.947,2,-3.113,0,0.0443,0.00932,0.000488,0.387,0.275,138.01
Money Made Me A Savage - Calabria,1VDfvBUMwL3m1Sd9dMorR4,"Ely Oaks, LAVINIA",Money Made Me A Savage (Calabria),UK garage,0.471,0.778,2,-4.24,0,0.183,0.00675,0.0266,0.0573,0.545,143.579
Constellations,2qtQauWqPaGHrmrXbDa35k,"Ian Asher, Jade LeMac",Constellations,UK garage,0.542,0.871,6,-4.064,0,0.0629,0.0943,0.000136,0.362,0.24,170.245
It's That Time - FISHER Remix,3GiORO0zRwRT3g9CCklzkQ,"Marlon Hoffstadt, FISHER",It's That Time (FISHER Remix),UK garage,0.865,0.978,0,-4.29,1,0.0471,0.00136,0.381,0.0766,0.936,130.008
Winny,4qhrMsB4w2pHYB3BhX5WPr,"Fred again.., Sammy Virji, Winny",Winny,UK garage,0.549,0.693,1,-7.311,1,0.118,0.00483,0.00149,0.309,0.0857,140.018
If U Need It,5CaUUACiQFEf4zR5WoeIrp,Sammy Virji,If U Need It,UK garage,0.842,0.705,10,-5.713,0,0.26,0.113,0.000324,0.0891,0.233,132.155
Low Again,7pCu8T3dNcNNt1nIMtsQqB,BOVSKI,Low Again,UK garage,0.641,0.938,9,-5.169,1,0.0574,0.00212,0.703,0.104,0.542,155.983
Blackberries,1AS1oLvEr6PNsCLnuEUmCi,"FISHER, bbyclose",Blackberries,UK garage,0.816,0.874,11,-6.964,0,0.106,0.00143,0.719,0.114,0.9,129.979
light years (feat. Inéz),2wRKES8HKm4EutRHz7JD1x,"John Summit, Inéz",light years (feat. Inéz),UK garage,0.593,0.934,4,-4.606,0,0.0412,0.00209,0.07,0.173,0.414,138.045
NOW IT'S GONE,5v5yF1qIhHD1ptZoN8dxv7,IN PARALLEL,NOW IT'S GONE,UK garage,0.693,0.902,1,-2.844,0,0.0417,0.00735,0.422,0.0898,0.517,137.958
Free Bird,6ZyCPSTV4ckXENxnEwf8wA,MOONLGHT,Free Bird,UK garage,0.535,0.897,7,-4.143,1,0.253,0.000835,0.000313,0.657,0.536,141.98
Disturbia,3BKSZRlYdfQejXa5VNsgtO,Blair Muir,Disturbia,UK garage,0.571,0.73,1,-3.637,0,0.0772,0.0459,0.0,0.524,0.14,139.954
Stay - Ely Oaks Version,0nwP2efwenVG0C59bA8cOL,"Ely Oaks, Misdemeanor",Stay (Ely Oaks Version),UK garage,0.59,0.879,9,-5.364,0,0.204,0.0345,0.00643,0.298,0.345,149.946
Pumpin Jumpin,1VhNZmtGQPnJlzZStAYn5j,Bushbaby,Pumpin Jumpin,UK garage,0.763,0.983,0,-5.615,1,0.0604,0.00552,0.644,0.0656,0.769,134.989
Same Thing,6XMNNNDOnkTXSh567RaGsb,"Ely Oaks, LAVINIA",Same Thing,UK garage,0.642,0.841,4,-4.685,1,0.0305,0.0919,0.00483,0.127,0.376,136.129
Cops & Robbers,1adLrnw5jTY7BOJXuRoG0g,"Sammy Virji, Skepta",Same Day Cleaning,UK garage,0.825,0.869,9,-5.312,1,0.193,0.202,0.00379,0.474,0.447,136.014
NISSAN ALTIMA - House,5Y4bw6n7AGFrJ9aqUBV0jB,"with the boys, i smile u smile, Oolong Black",NISSAN ALTIMA (House),UK garage,0.929,0.931,11,-6.541,1,0.15,0.0345,0.000833,0.0833,0.931,127.971
Love Druggie - House,5VMEdxWoTDZpOHu3zbmhuv,Alix Reid,Love Druggie (House),UK garage,0.81,0.753,9,-6.005,1,0.0607,0.0378,0.000332,0.0771,0.834,141.978
Here In Your Arms - House,7AZ0d4lsiVSKIvZFDbIQ5P,Erik Loo,Here In Your Arms (House),UK garage,0.706,0.706,11,-7.821,0,0.133,0.0327,0.00328,0.166,0.607,74.972
Doing It - House,07PY51OwfKAtaTScARrJvV,Erik Loo,Doing It (House),UK garage,0.846,0.71,10,-8.276,0,0.125,0.0469,0.00362,0.0715,0.514,142.936
A Little Closer - House,5rRj2BoWByXf8Nft71FL6a,"Alix Reid, with the boys",A Little Closer (House),UK garage,0.736,0.752,2,-7.772,1,0.0392,0.00957,0.000552,0.33,0.497,145.013
Cycle Of The Mental Machine - Original mix,375EKEru3MHNtNyJzaQXcY,YA,Cycle Of The Mental Machine,acid techno,0.586,0.976,11,-10.257,0,0.0723,0.16,0.897,0.115,0.0581,153.973
Alte Zeit,67wpgNP46NIoSSTAk6dBWF,Klangkuenstler,Himmelreich,acid techno,0.379,0.999,7,-4.874,1,0.0942,6.1e-06,0.837,0.101,0.0359,139.994
Opera,2PFbwUBrElT0U41hKX5PHm,Plvs Vltra,Opera,acid techno,0.703,0.986,10,-5.386,0,0.0941,0.372,0.88,0.161,0.146,134.99
Jugend Ohne Gott,0cHyKxMnyI8BTrQZ12pE8R,Klangkuenstler,Himmelreich,acid techno,0.539,0.992,5,-6.605,0,0.0668,3.9e-05,0.903,0.0905,0.0375,139.965
Himmelreich,727wYwHcq5pXeN9GNyWJUk,Klangkuenstler,Himmelreich,acid techno,0.38,1.0,11,-3.817,1,0.135,5.35e-06,0.73,0.081,0.137,139.998
300000003,3BiEL2MiPGsw6imQiNAHUZ,999999999,303 101 EP,acid techno,0.664,0.982,2,-9.423,1,0.0896,0.027,0.899,0.108,0.425,133.0
Arcanes Célestes,3dCuWnwg782MgxRXmDDgUL,ØRGIE,Skull Factory,acid techno,0.649,0.973,5,-8.272,0,0.037,0.0417,0.849,0.0737,0.114,143.995
Engelsblut,6TkeafUCCwwZWiTsEIFZFf,Klangkuenstler,Exhale VA001,acid techno,0.377,1.0,11,-4.028,0,0.131,2.11e-06,0.923,0.0892,0.0337,140.994
Das Gift,0NiTV6CShCCRjvy3grv8LN,"Inhalt Der Nacht, Echoes Of October",Die dritte Defension EP,acid techno,0.575,0.943,6,-5.958,0,0.0707,0.00518,0.799,0.0963,0.176,139.998
Killer Ginger,2SCghrpuF274tiblusAlxx,TreuHand,Killer Ginger,acid techno,0.684,0.996,5,-7.632,1,0.073,0.0652,0.87,0.074,0.207,138.007
Hymnen an die Nacht,37XGWOpgVMab1P6yWOpn7R,B2,Hymnen an die Nacht,acid techno,0.575,0.848,9,-9.145,0,0.0443,4.2e-05,0.931,0.127,0.0376,142.997
Venison Custodian,0IU6fdLsWl9TLRQJGD6X4k,ØRGIE,Venison Custodian,acid techno,0.656,0.987,2,-6.519,1,0.0964,0.000605,0.799,0.775,0.0777,139.992
Morn,6x8uwIwTaus0BRa7mDPeYe,VINYA,PUBLIC HOSTILITY PT.1,acid techno,0.535,0.977,9,-8.61,0,0.0715,0.0416,0.731,0.0931,0.152,144.988
2094,5Ih8kMx63U3j4srsR5UjfU,L Ʌ V Σ N,Anywhere,acid techno,0.494,0.781,1,-10.588,0,0.0649,0.0117,0.825,0.167,0.115,145.034
Mental Destructor,2fOvUYFQnyhtaSokpqqYwz,Okla,IMMT002,acid techno,0.541,0.993,4,-6.39,0,0.0637,0.0047,0.942,0.0763,0.152,143.005
Red Armor,4lokwaruKSA4UVymx6JqXc,Niki Istrefi,EUROMANTIC001,acid techno,0.829,0.722,11,-11.766,0,0.256,0.0243,0.741,0.126,0.429,140.02
LUST,6NtxuKABO6mIHBBElaU6Iv,Doruksen,LUST,acid techno,0.535,0.971,6,-10.344,1,0.101,0.169,0.823,0.0983,0.18,149.996
ACXD,3uKFlqSZga9I9aiWxOe21o,Doruksen,ACXD,acid techno,0.585,0.948,1,-7.006,0,0.0821,0.02,0.361,0.0704,0.407,149.955
FXCKOFF,4cHZVRzjsHdMziSnXndWMK,Doruksen,ACXD,acid techno,0.623,0.885,1,-6.859,1,0.111,0.00986,0.679,0.0595,0.623,150.053
Madness - Remix,4oJ7X1oFGZ5X32NS6ShbP4,"Brecc, Falhaber",Overloaded,acid techno,0.598,0.981,10,-8.787,0,0.0618,0.000816,0.841,0.145,0.297,141.006
Selfscape Dream,5zCYvgUXLPCxGPWyaMpslc,L Ʌ V Σ N,Anywhere,acid techno,0.486,0.808,8,-10.684,0,0.0563,0.00121,0.835,0.651,0.0321,146.981
Thirst Trap,1VsnYd3NzzOgxIVqisMAWz,Sara Landry,Rebirth,acid techno,0.506,0.984,8,-5.662,1,0.0771,7.08e-05,0.883,0.155,0.328,148.004
Mental Emprise,7c1Bt7zma8JX0kBrEFk0jW,Jaëss,RR007,acid techno,0.508,0.932,2,-8.898,1,0.488,0.000395,0.549,0.249,0.0705,150.077
Walking the Edge,0zK4cjHxWYGISIA1FDqEF7,Luca Eck,Walking the Edge,acid techno,0.57,0.976,4,-6.909,1,0.0495,0.000379,0.752,0.096,0.471,142.006
Ghost Town,3Hzn0Ow4z874WYWeBnkyDb,"Luca Eck, benzii",Ghost Town,acid techno,0.67,0.907,6,-13.72,1,0.27,0.184,0.878,0.36,0.101,143.033
Looking 4 Balance,4hiSM6rPD1vv2c4Td9ShFS,Regal,Various Artists - EP 3,acid techno,0.556,0.939,7,-9.245,1,0.0719,0.00134,0.883,0.111,0.38,147.988
Save My Soul,4T70MnpdDGw6Qnk6ye2UdL,Doruksen,"Everyone On Acid, Vol. 7",acid techno,0.58,0.984,11,-7.203,0,0.0432,0.00637,0.879,0.556,0.791,150.006
Discombobulate,1CQsMYsorYYZt1Wjrec0ph,ANDY M A,Discombobulate,acid techno,0.653,0.589,8,-12.055,1,0.0591,0.034,0.819,0.106,0.0935,150.009
No Raves Allowed,6KpUlOjkOnzLi1iyMfBK74,"DYEN, Noneoftheabove",NTND001,acid techno,0.592,0.996,6,-7.689,1,0.374,3.33e-05,0.799,0.119,0.0357,150.012
World On Fire,50O6NdBaTWeOnrBm059PVE,WNDRLST,World On Fire,acid techno,0.562,1.0,1,-7.596,1,0.0562,0.0276,0.69,0.798,0.0579,144.995
Etnas,51Fp3CRyIQNmxnZePbUuKO,MRD,Superwoman,acid techno,0.679,0.924,1,-6.473,1,0.0353,0.000319,0.763,0.662,0.148,139.998
Hardcore Grace,0rUbVb2Whgv4aAVRkp351H,UNNAMED (UNMD),Sainte Mère des Cubis (DK014),acid techno,0.499,0.819,7,-14.296,1,0.047,0.451,0.853,0.096,0.117,144.009
Ease my mind,4Eyi7sbYIthHnzH6pH7EwV,Doruksen,Ease my mind,acid techno,0.591,0.879,1,-8.045,1,0.0508,0.0207,0.901,0.108,0.536,145.023
Raving On The Cloud - Original Mix,67oaIM4WXv8xYYZiMtVNXz,Ayako Mori,So Cute!!,acid techno,0.571,0.995,1,-7.076,0,0.0827,0.000158,0.765,0.118,0.0344,146.992
Deine Macht,2JZg8R5jXTAgReOnEKOgHh,"Dusk Records, Lukas Meunier",Deine Macht,acid techno,0.597,0.995,1,-6.471,1,0.0647,2.5e-05,0.861,0.146,0.0851,147.012
Stockholm Syndrom,0yMQ1AbFsYCuUqeqbqWa4b,"Dusk Records, Lukas Meunier",Deine Macht,acid techno,0.55,0.987,1,-5.944,1,0.0636,2.91e-05,0.693,0.739,0.3,146.995
Chant,7xF0DiWBCoWh2DJ5FWLCqh,Åre:gone,The Seeker of Sacred Knowledge,acid techno,0.57,0.985,7,-7.551,1,0.0406,1.49e-05,0.824,0.135,0.188,138.009
Engelsblut,6TkeafUCCwwZWiTsEIFZFf,Klangkuenstler,Exhale VA001,acid techno,0.377,1.0,11,-4.028,0,0.131,2.11e-06,0.923,0.0892,0.0337,140.994
Exarchia Squatter - Original Mix,3qTrYRrHYOuUGbIDQr3d1y,TreuHand,Jaelos Various Artists #2,acid techno,0.585,0.994,5,-6.582,0,0.0371,0.000213,0.792,0.121,0.532,139.996
Driving Force - Indepth Rmx,6VDR9rCekmu08PYCPNnRCw,"DJ Jordan, Droplex, Indepth",Cosmic Gate,acid techno,0.57,0.865,10,-8.649,0,0.082,0.00677,0.912,0.652,0.0592,135.997
Collapse - N.O.B.A Remix,1jyYqGxx91hvj6ZgmZrAHT,"Zeltak, N.O.B.A",Collapse EP,acid techno,0.754,0.832,6,-8.382,1,0.0816,0.00274,0.884,0.109,0.225,141.014
Technocracy - Stan Christ Remix,1LtbOjSCfKhF6iX4eAzc6L,"Scepticism, Stan Christ",Technocracy,acid techno,0.528,0.951,1,-7.197,1,0.0606,6.44e-05,0.728,0.116,0.591,149.999
The Sound Of Hardtechno,6MwPwPKKDQpNAX5sMcbUUr,O.B.I.,Cannibal Society 12th Anniversary,acid techno,0.718,0.962,1,-3.091,1,0.246,0.00324,0.748,0.14,0.352,152.019
Desire,4Vx8G4znAs62K21Y4vuaOU,"Dusk Records, MOIA",DUSK VA008 (SENTENCE EDITION),acid techno,0.587,0.952,6,-6.25,1,0.0356,0.00227,0.838,0.11,0.78,153.962
Manoeuvre - Original Mix,50gu5m1lZB7akpmmC1fVvY,MOIA,Khazad Records: Various Artists Vol.03,acid techno,0.499,0.948,5,-7.25,0,0.0531,0.000151,0.804,0.0927,0.0655,148.001
Don't Pretend To Be Brilliant,0sze19OCK9zZvPm2hEdwG0,"Dusk Records, KEYO",DUSK VA008 (SENTENCE EDITION),acid techno,0.795,0.719,4,-7.362,1,0.159,0.0232,0.854,0.165,0.247,141.989
Malicious,5KqXGFNS1rsJKxZbcqIsMA,Raxeller,Broken Distortions,acid techno,0.688,0.999,1,-6.605,1,0.0643,0.142,0.659,0.103,0.145,155.999
FiestaH Techno Go! - Hard Version,2x6SF8gNtaBTPW6TPRYMs8,Fatima Hajji,FiestaH Techno Go!,acid techno,0.676,0.998,6,-5.842,0,0.136,0.000241,0.568,0.163,0.205,144.987
GOLDEN SZN,7n24EOW7ElKwtz5wXkzynQ,"OGUZ, Nyctonian",GOLDEN SZN,acid techno,0.536,0.915,3,-7.767,0,0.298,0.131,0.624,0.0765,0.0626,154.986
TIMMERCLUB,1SPQgLQSzAsdBhYVpb70KK,"Vieze Asbak, Dy Vertigo",DOOMSDAY,acid techno,0.713,0.991,4,-2.458,1,0.294,0.0408,0.795,0.58,0.0396,158.006
Rampage,2RW8O7yekBD6mTBoMsvktp,Bollmann,01010100 Various Artists 001,acid techno,0.628,1.0,5,-5.867,0,0.0713,0.0195,0.865,0.22,0.688,150.025
This Is My House,0SmO8yGoAbrEWJaVpNPCqP,Ketno,Tektones #8 (Selected by T78),acid techno,0.775,0.91,8,-4.085,1,0.109,0.000295,0.528,0.41,0.0457,134.985
Holy Gucci,5bpsZSk7zwxybZlquV1m8K,Krl Mx,Shifter Pro,acid techno,0.546,0.954,1,-9.59,1,0.0842,1.26e-05,0.795,0.401,0.224,144.011
Come On Venoms - Original Mix,22lYJk7vHxm25sudl8tAq8,YÅ,Everyone On Acid x Jaelos,acid techno,0.559,0.969,10,-7.261,0,0.113,0.0139,0.879,0.112,0.179,154.992
